UserID,total_courses,avg_spending,avg_course_rating,diversity_score,learning_depth_index,beginner_ratio,enrollment_frequency,category_concentration,n_categories,recency_days,preferred_category_enc,preferred_level_enc
P1531,19,660.338947368421,4.352631578947369,6,0.2894736842105263,0.47368421052631576,0.013899049012435992,0.25,6,89,2,1
P1532,15,770.0573333333334,4.24,6,0.4666666666666667,0.26666666666666666,0.010445682451253482,0.25,6,23,0,2
P1533,8,1032.3575,4.35,3,0.8125,0.125,0.007582938388625593,0.625,3,115,2,0
P1534,6,682.3966666666666,4.483333333333333,3,0.3333333333333333,0.5,0.007792207792207792,0.625,3,139,1,1
P1535,26,647.0676923076923,4.4884615384615385,6,0.28846153846153844,0.5384615384615384,0.01813110181311018,0.25,6,6,1,1
P1536,1,507.11,3.3,1,0.0,1.0,1.0,0.875,1,1223,2,1
P1537,13,837.1138461538461,4.423076923076923,6,0.5384615384615384,0.23076923076923078,0.01264591439688716,0.25,6,182,2,2
P1538,12,642.0775,4.416666666666667,5,0.375,0.3333333333333333,0.01078167115902965,0.375,5,143,1,2
P1539,5,545.548,4.62,4,0.1,0.8,0.01072961373390558,0.5,4,693,1,1
P1540,6,1112.6683333333333,4.2,3,0.9166666666666666,0.0,0.0056022408963585435,0.625,3,209,2,0
P1541,7,1045.6957142857143,4.4,2,0.7857142857142857,0.14285714285714285,0.008206330597889801,0.75,2,425,2,0
P1542,4,1122.9725,4.475,2,1.0,0.0,0.0053475935828877,0.75,2,352,3,0
P1543,6,503.285,4.266666666666667,5,0.16666666666666666,0.6666666666666666,0.009419152276295133,0.375,5,759,3,1
P1544,19,630.9894736842105,4.2105263157894735,6,0.2631578947368421,0.631578947368421,0.014105419450631032,0.25,6,67,2,1
P1545,6,555.8533333333334,4.466666666666667,4,0.16666666666666666,0.6666666666666666,0.006036217303822937,0.5,4,99,3,1
P1546,12,655.2991666666667,4.416666666666667,6,0.2916666666666667,0.5833333333333334,0.009779951100244499,0.25,6,35,2,1
P1547,15,643.4113333333333,4.386666666666667,6,0.26666666666666666,0.6,0.01107011070110701,0.25,6,2,2,1
P1548,9,737.5555555555555,4.466666666666667,5,0.4444444444444444,0.3333333333333333,0.009036144578313253,0.375,5,129,1,2
P1549,7,891.5057142857142,4.185714285714286,4,0.6428571428571429,0.14285714285714285,0.0065298507462686565,0.5,4,129,2,2
P1550,3,460.75666666666666,4.233333333333333,2,0.0,1.0,0.003875968992248062,0.75,2,82,1,1
P1551,30,582.9590000000001,4.363333333333333,6,0.21666666666666667,0.6333333333333333,0.021897810218978103,0.25,6,23,3,1
P1552,20,623.3104999999999,4.404999999999999,5,0.2,0.65,0.015735641227380016,0.375,5,110,2,1
P1553,20,580.4285,4.2299999999999995,5,0.2,0.7,0.015396458814472672,0.375,5,139,3,1
P1554,7,849.7485714285714,4.071428571428571,4,0.5714285714285714,0.14285714285714285,0.006003430531732418,0.5,4,57,5,2
P1555,12,673.515,4.191666666666666,5,0.4166666666666667,0.25,0.01079136690647482,0.375,5,332,0,2
P1556,18,655.3616666666667,4.4,5,0.2777777777777778,0.5,0.012958963282937365,0.375,5,62,2,1
P1557,12,688.3433333333332,4.225,5,0.375,0.25,0.008908685968819599,0.375,5,19,3,2
P1558,7,1052.6757142857143,4.442857142857143,2,0.7857142857142857,0.14285714285714285,0.005068790731354091,0.75,2,65,2,0
P1559,21,581.2095238095238,4.347619047619047,6,0.23809523809523808,0.6190476190476191,0.015395894428152493,0.25,6,50,2,1
P1560,23,696.6917391304348,4.282608695652174,6,0.30434782608695654,0.5217391304347826,0.01696165191740413,0.25,6,15,3,1
P1561,3,766.7566666666667,4.433333333333334,2,0.3333333333333333,0.3333333333333333,0.004048582995951417,0.75,2,113,2,2
P1562,18,760.531111111111,4.327777777777778,6,0.4722222222222222,0.3333333333333333,0.014754098360655738,0.25,6,176,0,2
P1563,6,546.4333333333333,4.3500000000000005,2,0.08333333333333333,0.8333333333333334,0.009230769230769232,0.75,2,121,1,1
P1564,5,659.38,4.24,2,0.4,0.4,0.0044014084507042256,0.75,2,125,1,2
P1565,19,794.1926315789474,4.2894736842105265,5,0.5263157894736842,0.15789473684210525,0.013268156424581005,0.375,5,15,2,2
P1566,15,799.8666666666667,4.433333333333334,6,0.5,0.13333333333333333,0.011441647597254004,0.25,6,80,3,2
P1567,17,678.9441176470588,4.347058823529412,6,0.38235294117647056,0.35294117647058826,0.012048192771084338,0.25,6,44,2,2
P1568,9,1019.5133333333334,4.177777777777778,5,0.8888888888888888,0.0,0.008122743682310469,0.375,5,164,4,0
P1569,29,587.3779310344827,4.393103448275863,6,0.27586206896551724,0.5517241379310345,0.02109090909090909,0.25,6,4,2,1
P1570,19,694.3752631578947,4.368421052631579,6,0.4473684210526316,0.2631578947368421,0.014809041309431021,0.25,6,176,0,2
P1571,13,1035.6953846153845,4.415384615384616,5,0.8461538461538461,0.07692307692307693,0.009572901325478646,0.375,5,19,2,0
P1572,4,586.0825,4.275,3,0.25,0.5,0.013793103448275862,0.625,3,625,1,2
P1573,17,744.3970588235294,4.294117647058823,6,0.35294117647058826,0.47058823529411764,0.013754045307443365,0.25,6,156,3,1
P1574,3,713.0366666666667,3.966666666666667,2,0.3333333333333333,0.3333333333333333,0.011811023622047244,0.75,2,345,1,2
P1575,4,489.81500000000005,4.25,2,0.125,0.75,0.004796163069544364,0.75,2,569,4,1
P1576,4,598.4725000000001,4.475,3,0.25,0.5,0.004319654427645789,0.625,3,277,4,2
P1577,15,806.526,4.226666666666667,6,0.5333333333333333,0.13333333333333333,0.01141552511415525,0.25,6,36,2,2
P1578,16,861.51375,4.4125,5,0.625,0.0625,0.011913626209977662,0.375,5,108,4,2
P1579,19,780.0205263157894,4.447368421052632,6,0.5263157894736842,0.15789473684210525,0.017163504968383016,0.25,6,283,1,2
P1580,4,842.045,4.625,3,0.375,0.5,0.004381161007667032,0.625,3,55,0,1
P1581,11,695.9572727272727,4.363636363636363,5,0.45454545454545453,0.2727272727272727,0.008178438661710037,0.375,5,81,2,2
P1582,24,616.9533333333333,4.254166666666666,6,0.2916666666666667,0.5416666666666666,0.01834862385321101,0.25,6,117,2,1
P1583,23,667.1534782608696,4.308695652173912,6,0.34782608695652173,0.34782608695652173,0.016763848396501458,0.25,6,80,1,2
P1584,16,693.9125,4.29375,4,0.40625,0.4375,0.011816838995568686,0.5,4,71,3,1
P1585,1,620.17,5.0,1,0.0,1.0,1.0,0.875,1,1375,5,1
P1586,1,388.03,3.3,1,0.0,1.0,1.0,0.875,1,1350,2,1
P1587,1,569.83,4.6,1,0.0,1.0,1.0,0.875,1,247,2,1
P1588,2,491.765,4.3,2,0.0,1.0,0.002472187886279357,0.75,2,596,1,1
P1589,24,690.42125,4.283333333333333,6,0.3333333333333333,0.5,0.016794961511546535,0.25,6,7,2,1
P1590,6,443.23499999999996,4.266666666666667,4,0.08333333333333333,0.8333333333333334,0.004709576138147566,0.5,4,20,1,1
P1591,25,556.9584,4.364,6,0.2,0.64,0.017780938833570414,0.25,6,43,4,1
P1592,31,645.9764516129032,4.406451612903226,6,0.2903225806451613,0.5161290322580645,0.022810890360559236,0.25,6,42,3,1
P1593,21,742.0480952380952,4.338095238095239,5,0.30952380952380953,0.5238095238095238,0.015498154981549815,0.375,5,89,2,1
P1594,25,673.4947999999999,4.252,6,0.34,0.44,0.019747235387045814,0.25,6,166,4,1
P1595,19,688.7605263157895,4.189473684210526,6,0.4473684210526316,0.3684210526315789,0.014763014763014764,0.25,6,172,0,1
P1596,4,480.63,4.425,3,0.0,1.0,0.0031821797931583136,0.625,3,167,1,1
P1597,10,1101.459,4.18,3,0.9,0.0,0.008183306055646482,0.625,3,91,0,0
P1598,9,594.3411111111111,4.511111111111111,5,0.2222222222222222,0.7777777777777778,0.006550218340611353,0.375,5,51,4,1
P1599,22,567.8963636363636,4.3545454545454545,6,0.22727272727272727,0.5454545454545454,0.016129032258064516,0.25,6,29,2,1
P1600,11,673.7318181818182,4.1090909090909085,5,0.36363636363636365,0.36363636363636365,0.00914380714879468,0.375,5,200,3,2
P1601,5,950.854,4.2,4,0.9,0.0,0.005688282138794084,0.5,4,555,2,0
P1602,6,498.60833333333335,4.066666666666666,3,0.16666666666666666,0.6666666666666666,0.004555808656036446,0.625,3,68,3,1
P1603,17,720.964705882353,4.352941176470588,6,0.5,0.11764705882352941,0.012354651162790697,0.25,6,72,4,2
P1604,23,693.83,4.230434782608696,6,0.34782608695652173,0.5217391304347826,0.016874541452677916,0.25,6,27,3,1
P1605,5,518.9979999999999,4.42,3,0.2,0.6,0.00397456279809221,0.625,3,66,4,1
P1606,6,715.6216666666668,4.266666666666667,4,0.4166666666666667,0.5,0.007407407407407408,0.5,4,84,3,1
P1607,4,696.73,4.5,3,0.25,0.75,0.005037783375314861,0.625,3,386,3,1
P1608,17,777.9629411764706,4.352941176470588,6,0.5,0.11764705882352941,0.015440508628519528,0.25,6,232,2,2
P1609,11,743.4027272727272,4.309090909090909,6,0.5,0.2727272727272727,0.007633587786259542,0.25,6,9,0,2
P1610,13,715.9823076923077,4.246153846153846,5,0.46153846153846156,0.15384615384615385,0.01014040561622465,0.375,5,142,1,2
P1611,4,732.1274999999999,3.875,3,0.625,0.0,0.005141388174807198,0.625,3,512,0,2
P1612,15,651.2233333333334,4.36,5,0.26666666666666666,0.6,0.011895321173671689,0.375,5,134,2,1
P1613,1,1120.66,4.0,1,1.0,0.0,1.0,0.875,1,347,5,0
P1614,1,1274.31,4.5,1,1.0,0.0,1.0,0.875,1,541,1,0
P1615,14,850.2135714285714,4.535714285714286,5,0.6071428571428571,0.14285714285714285,0.010447761194029851,0.375,5,112,2,2
P1616,2,585.955,4.449999999999999,1,0.5,0.0,0.0033277870216306157,0.875,1,365,1,2
P1617,4,589.1925,4.175,3,0.125,0.75,0.003177124702144559,0.625,3,154,3,1
P1618,17,684.3352941176471,4.247058823529412,5,0.4117647058823529,0.35294117647058826,0.013798701298701298,0.375,5,4,1,2
P1619,5,606.066,4.1,2,0.3,0.4,0.01016260162601626,0.75,2,373,5,2
P1620,8,985.49625,4.15,5,0.6875,0.25,0.009557945041816009,0.375,5,62,3,0
P1621,7,971.8542857142857,4.571428571428571,3,0.7857142857142857,0.0,0.00674373795761079,0.625,3,166,2,0
P1622,21,814.952380952381,4.366666666666667,6,0.5714285714285714,0.14285714285714285,0.017456359102244388,0.25,6,3,4,2
P1623,2,721.535,4.800000000000001,1,0.25,0.5,0.002717391304347826,0.875,1,89,5,2
P1624,12,831.2241666666667,4.158333333333333,6,0.5833333333333334,0.16666666666666666,0.011278195488721804,0.25,6,256,1,2
P1625,7,925.9171428571428,4.5,2,0.6428571428571429,0.14285714285714285,0.00532319391634981,0.75,2,78,3,0
P1626,2,808.605,4.55,2,0.5,0.0,0.001763668430335097,0.75,2,180,4,2
P1627,18,671.3733333333333,4.166666666666667,5,0.3888888888888889,0.3333333333333333,0.01461038961038961,0.375,5,8,0,2
P1628,19,588.562105263158,4.226315789473684,6,0.2894736842105263,0.47368421052631576,0.013532763532763533,0.25,6,20,4,1
P1629,12,711.4241666666667,4.2,5,0.5,0.25,0.009244992295839754,0.375,5,18,0,2
P1630,5,1021.298,4.48,3,0.8,0.2,0.004212299915754001,0.625,3,48,2,0
P1631,20,536.8265,4.3100000000000005,6,0.175,0.75,0.014295925661186561,0.25,6,18,3,1
P1632,24,643.2025,4.3500000000000005,5,0.2708333333333333,0.625,0.017057569296375266,0.375,5,40,3,1
P1633,5,567.772,4.16,4,0.2,0.8,0.0035310734463276836,0.5,4,4,2,1
P1634,13,735.5215384615385,4.346153846153846,6,0.5384615384615384,0.15384615384615385,0.011073253833049404,0.25,6,277,5,2
P1635,12,895.7608333333333,4.341666666666667,6,0.7083333333333334,0.0,0.010186757215619695,0.25,6,114,2,2
P1636,24,577.0041666666667,4.2625,5,0.25,0.5833333333333334,0.017804154302670624,0.375,5,24,2,1
P1637,26,633.4346153846153,4.3076923076923075,6,0.2692307692307692,0.5384615384615384,0.021035598705501618,0.25,6,59,2,1
P1638,20,787.6925,4.279999999999999,6,0.6,0.1,0.014577259475218658,0.25,6,88,2,2
P1639,17,579.9917647058824,4.3,6,0.23529411764705882,0.5294117647058824,0.011921458625525946,0.25,6,13,5,1
P1640,3,506.7366666666667,4.333333333333333,3,0.0,1.0,0.006396588486140725,0.625,3,933,4,1
P1641,12,764.5075,4.191666666666666,5,0.4166666666666667,0.3333333333333333,0.008975317875841436,0.375,5,61,5,2
P1642,6,1276.0533333333333,4.466666666666667,3,1.0,0.0,0.008021390374331552,0.625,3,115,2,0
P1643,7,1000.7185714285714,4.085714285714286,4,0.9285714285714286,0.0,0.006227758007117438,0.5,4,45,4,0
P1644,11,585.0281818181819,4.081818181818182,6,0.2727272727272727,0.6363636363636364,0.008233532934131737,0.25,6,82,3,1
P1645,7,612.1999999999999,4.257142857142857,3,0.2857142857142857,0.5714285714285714,0.006986027944111776,0.625,3,154,1,1
P1646,10,742.621,4.45,3,0.5,0.2,0.009900990099009901,0.625,3,421,1,2
P1647,14,542.2057142857143,4.45,5,0.10714285714285714,0.8571428571428571,0.013539651837524178,0.375,5,66,2,1
P1648,13,1095.9784615384617,4.469230769230769,4,0.8076923076923077,0.0,0.01019607843137255,0.5,4,116,2,0
P1649,30,651.703,4.38,6,0.3,0.5,0.022796352583586626,0.25,6,55,2,1
P1650,8,1102.8174999999999,4.4875,4,0.8125,0.125,0.00642570281124498,0.5,4,79,3,0
P1651,16,736.605625,4.38125,6,0.5,0.25,0.012393493415956624,0.25,6,126,0,2
P1652,25,582.034,4.312,6,0.2,0.64,0.018129079042784626,0.25,6,6,3,1
P1653,19,835.0384210526315,4.242105263157894,5,0.5263157894736842,0.15789473684210525,0.013571428571428571,0.375,5,60,3,2
P1654,18,653.2105555555556,4.172222222222222,5,0.19444444444444445,0.7222222222222222,0.013412816691505217,0.375,5,73,3,1
P1655,25,572.03,4.328,6,0.22,0.64,0.0175561797752809,0.25,6,5,2,1
P1656,24,668.6066666666667,4.533333333333333,6,0.3125,0.4583333333333333,0.017094017094017096,0.25,6,52,3,1
P1657,17,717.3699999999999,4.31764705882353,5,0.4117647058823529,0.29411764705882354,0.012363636363636363,0.375,5,66,2,2
P1658,15,677.814,4.193333333333333,6,0.36666666666666664,0.4,0.011078286558345642,0.25,6,59,2,2
P1659,15,741.58,4.3533333333333335,6,0.4666666666666667,0.13333333333333333,0.0106458481192335,0.25,6,31,4,2
P1660,1,513.86,4.1,1,0.0,1.0,1.0,0.875,1,568,1,1
P1661,6,801.84,4.566666666666666,2,0.4166666666666667,0.3333333333333333,0.004893964110929853,0.75,2,230,2,2
P1662,6,925.2266666666666,4.366666666666666,4,0.6666666666666666,0.0,0.006185567010309278,0.5,4,327,4,2
P1663,7,989.2528571428572,4.371428571428572,5,0.9285714285714286,0.0,0.007583965330444204,0.375,5,90,3,0
P1664,10,1040.775,4.29,3,0.85,0.1,0.007451564828614009,0.625,3,94,2,0
P1665,25,587.2819999999999,4.38,6,0.24,0.64,0.018740629685157422,0.25,6,121,3,1
P1666,2,1265.22,4.25,2,1.0,0.0,0.017391304347826087,0.75,2,740,4,0
P1667,10,779.799,4.25,5,0.45,0.2,0.008410428931875526,0.375,5,102,4,2
P1668,21,621.3985714285715,4.352380952380953,6,0.23809523809523808,0.6190476190476191,0.016653449643140365,0.25,6,95,1,1
P1669,22,647.0209090909092,4.381818181818182,6,0.22727272727272727,0.5909090909090909,0.016046681254558718,0.25,6,3,2,1
P1670,6,645.93,4.416666666666667,5,0.25,0.6666666666666666,0.005479452054794521,0.375,5,331,2,1
P1671,3,715.58,3.8666666666666667,3,0.3333333333333333,0.6666666666666666,0.0028929604628736743,0.625,3,120,5,1
P1672,18,669.5394444444445,4.227777777777778,6,0.3611111111111111,0.3888888888888889,0.012838801711840228,0.25,6,15,3,2
P1673,19,841.1436842105263,4.268421052631578,6,0.5526315789473685,0.10526315789473684,0.013649425287356323,0.25,6,18,1,2
P1674,20,641.3555,4.375,5,0.25,0.6,0.014545454545454545,0.375,5,35,3,1
P1675,4,814.4125,4.05,3,0.5,0.25,0.010610079575596816,0.625,3,730,2,2
P1676,11,1132.12,4.3545454545454545,5,0.9090909090909091,0.0,0.010018214936247723,0.375,5,296,2,0
P1677,11,791.0063636363636,4.463636363636364,6,0.45454545454545453,0.36363636363636365,0.008994276369582993,0.25,6,19,2,2
P1678,4,987.575,4.125,3,0.75,0.0,0.003079291762894534,0.625,3,152,2,2
P1679,3,650.9499999999999,4.233333333333333,3,0.3333333333333333,0.6666666666666666,0.0030737704918032786,0.625,3,370,2,1
P1680,13,847.6246153846153,4.469230769230769,5,0.5384615384615384,0.23076923076923078,0.01368421052631579,0.375,5,374,2,2
P1681,9,440.27666666666664,4.2555555555555555,6,0.05555555555555555,0.8888888888888888,0.010192525481313703,0.25,6,422,4,1
P1682,17,759.1294117647059,4.347058823529412,6,0.4411764705882353,0.23529411764705882,0.011988716502115656,0.25,6,32,0,2
P1683,16,748.480625,4.31875,6,0.4375,0.1875,0.012618296529968454,0.25,6,33,0,2
P1684,16,688.6875,4.2875,5,0.375,0.3125,0.011782032400589101,0.375,5,99,0,2
P1685,18,732.7322222222223,4.327777777777778,6,0.4444444444444444,0.2777777777777778,0.014218009478672985,0.25,6,123,2,2
P1686,9,1043.92,4.355555555555556,5,0.8888888888888888,0.0,0.00684931506849315,0.375,5,55,2,0
P1687,4,514.0075,4.275,3,0.125,0.75,0.003276003276003276,0.625,3,109,1,1
P1688,12,962.6333333333333,4.333333333333333,4,0.7083333333333334,0.16666666666666666,0.00881704628949302,0.5,4,56,4,0
P1689,5,603.866,4.4,3,0.1,0.8,0.004906771344455349,0.625,3,88,1,1
P1690,20,661.9064999999999,4.37,6,0.3,0.5,0.01443001443001443,0.25,6,3,3,1
P1691,5,1114.0220000000002,4.2,3,1.0,0.0,0.008488964346349746,0.625,3,250,3,0
P1692,21,632.3295238095238,4.404761904761905,6,0.2857142857142857,0.5238095238095238,0.015272727272727273,0.25,6,36,2,1
P1693,10,785.5690000000001,4.39,3,0.55,0.1,0.007704160246533128,0.625,3,63,1,2
P1694,13,637.5038461538461,4.384615384615385,5,0.3076923076923077,0.46153846153846156,0.011333914559721011,0.375,5,50,0,1
P1695,1,470.89,4.4,1,0.0,1.0,1.0,0.875,1,667,5,1
P1696,2,436.505,3.95,1,0.0,1.0,0.0049261083743842365,0.875,1,818,2,1
P1697,3,664.1666666666666,4.366666666666666,1,0.3333333333333333,0.6666666666666666,0.002859866539561487,0.875,1,76,1,1
P1698,7,1029.9557142857143,4.457142857142857,4,0.7142857142857143,0.14285714285714285,0.006329113924050633,0.5,4,224,3,0
P1699,10,840.1299999999999,4.2299999999999995,5,0.55,0.3,0.00794912559618442,0.375,5,104,1,0
P1700,23,663.9943478260869,4.27391304347826,6,0.43478260869565216,0.391304347826087,0.0164756446991404,0.25,6,21,1,1
P1701,15,787.2986666666667,4.173333333333334,6,0.5666666666666667,0.13333333333333333,0.010452961672473868,0.25,6,23,1,2
P1702,28,622.7453571428571,4.2785714285714285,6,0.23214285714285715,0.6071428571428571,0.01959412176347096,0.25,6,24,4,1
P1703,6,512.6316666666667,4.433333333333334,3,0.16666666666666666,0.6666666666666666,0.011320754716981131,0.625,3,37,1,1
P1704,28,599.1825,4.296428571428572,6,0.23214285714285715,0.6071428571428571,0.020437956204379562,0.25,6,18,2,1
P1705,5,523.288,4.4,4,0.1,0.8,0.0035688793718772305,0.5,4,44,1,1
P1706,8,927.29,4.35,6,0.6875,0.125,0.010512483574244415,0.25,6,479,2,0
P1707,5,691.754,4.62,2,0.3,0.4,0.005213764337851929,0.75,2,389,1,2
P1708,15,636.0946666666666,4.453333333333333,5,0.26666666666666666,0.5333333333333333,0.011432926829268292,0.375,5,15,3,1
P1709,9,912.3777777777777,4.444444444444445,4,0.6666666666666666,0.1111111111111111,0.006550218340611353,0.5,4,26,4,2
P1710,1,631.04,4.9,1,0.5,0.0,1.0,0.875,1,1237,1,2
P1711,3,424.09666666666664,4.333333333333333,3,0.0,1.0,0.006944444444444444,0.625,3,283,5,1
P1712,21,565.9861904761905,4.228571428571429,6,0.16666666666666666,0.6666666666666666,0.015825169555388093,0.25,6,41,3,1
P1713,4,506.23249999999996,4.325,3,0.125,0.75,0.010101010101010102,0.625,3,800,5,1
P1714,16,796.196875,4.475,6,0.5,0.25,0.012872083668543845,0.25,6,18,2,2
P1715,23,611.3778260869566,4.2956521739130435,6,0.2608695652173913,0.5217391304347826,0.015883977900552487,0.25,6,5,2,1
P1716,3,1076.6166666666668,4.6000000000000005,3,1.0,0.0,0.002161383285302594,0.625,3,32,4,0
P1717,17,637.2135294117646,4.370588235294117,5,0.29411764705882354,0.5294117647058824,0.012221423436376708,0.375,5,26,2,1
P1718,12,881.3791666666666,4.45,5,0.5416666666666666,0.25,0.008955223880597015,0.375,5,117,2,2
P1719,19,686.5594736842105,4.363157894736842,6,0.2894736842105263,0.5789473684210527,0.01320361362056984,0.25,6,20,3,1
P1720,1,318.71,4.3,1,0.0,1.0,1.0,0.875,1,798,1,1
P1721,8,1054.3775,4.625,4,0.9375,0.0,0.007428040854224698,0.5,4,163,2,0
P1722,23,643.5391304347826,4.326086956521739,6,0.2391304347826087,0.6086956521739131,0.017665130568356373,0.25,6,70,3,1
P1723,15,563.5366666666666,4.406666666666666,6,0.23333333333333334,0.6,0.012520868113522538,0.25,6,144,3,1
P1724,3,533.13,4.333333333333333,3,0.16666666666666666,0.6666666666666666,0.005964214711729622,0.625,3,420,4,1
P1725,6,1123.4983333333332,4.433333333333334,4,0.8333333333333334,0.0,0.01675977653631285,0.5,4,1098,4,0
P1726,29,660.6093103448276,4.324137931034483,6,0.3103448275862069,0.5172413793103449,0.021370670596904937,0.25,6,18,2,1
P1727,7,805.5742857142858,4.357142857142857,5,0.5714285714285714,0.0,0.014028056112224449,0.375,5,186,0,2
P1728,10,1116.491,4.3,5,0.95,0.0,0.009216589861751152,0.375,5,324,2,0
P1729,8,780.83,4.375,6,0.5625,0.125,0.006791171477079796,0.25,6,243,4,2
P1730,8,455.10749999999996,4.225,5,0.125,0.75,0.005805515239477504,0.375,5,48,1,1
P1731,5,470.858,4.26,2,0.0,1.0,0.00544069640914037,0.75,2,498,4,1
P1732,13,752.5707692307692,4.3076923076923075,5,0.5384615384615384,0.07692307692307693,0.009206798866855524,0.375,5,42,4,2
P1733,6,1005.4250000000001,4.633333333333334,3,0.9166666666666666,0.0,0.0045906656465187455,0.625,3,26,0,0
P1734,8,822.88125,4.15,4,0.6875,0.125,0.005826656955571741,0.5,4,85,4,0
P1735,17,667.1441176470589,4.258823529411765,6,0.3235294117647059,0.4117647058823529,0.012781954887218045,0.25,6,131,2,2
P1736,16,639.505625,4.38125,6,0.40625,0.3125,0.011165387299371946,0.25,6,22,4,2
P1737,15,611.1213333333333,4.306666666666667,6,0.3333333333333333,0.4,0.011160714285714286,0.25,6,108,3,2
P1738,15,611.8333333333334,4.513333333333334,5,0.3,0.5333333333333333,0.014258555133079848,0.375,5,4,5,1
P1739,12,558.34,4.508333333333334,6,0.16666666666666666,0.75,0.009724473257698542,0.25,6,105,4,1
P1740,2,705.775,4.05,2,0.5,0.0,0.0022522522522522522,0.75,2,166,5,2
P1741,25,687.3584,4.3839999999999995,6,0.34,0.48,0.019455252918287938,0.25,6,30,3,1
P1742,10,765.2439999999999,4.5200000000000005,5,0.75,0.0,0.00929368029739777,0.375,5,131,0,2
P1743,3,679.7833333333333,4.366666666666666,2,0.3333333333333333,0.6666666666666666,0.003092783505154639,0.75,2,411,1,1
P1744,20,666.767,4.485,5,0.3,0.45,0.015105740181268883,0.375,5,47,2,2
P1745,4,742.4300000000001,4.575,3,0.375,0.5,0.003552397868561279,0.625,3,214,2,1
P1746,6,961.3983333333332,4.366666666666667,3,0.75,0.0,0.005410279531109108,0.625,3,109,2,0
P1747,5,770.13,4.340000000000001,2,0.5,0.4,0.006305170239596469,0.75,2,98,5,1
P1748,11,1064.4627272727273,4.527272727272727,5,0.8636363636363636,0.0,0.008487654320987654,0.375,5,160,2,0
P1749,28,705.04,4.289285714285714,5,0.3392857142857143,0.5,0.020573108008817047,0.375,5,79,2,1
P1750,23,783.1634782608696,4.22608695652174,6,0.45652173913043476,0.30434782608695654,0.016812865497076022,0.25,6,21,1,2
P1751,4,621.6125,4.45,3,0.25,0.5,0.0030816640986132513,0.625,3,31,1,1
P1752,27,662.5514814814815,4.377777777777778,5,0.25925925925925924,0.6296296296296297,0.019970414201183433,0.375,5,66,3,1
P1753,24,546.1433333333333,4.2375,6,0.16666666666666666,0.7083333333333334,0.017467248908296942,0.25,6,41,3,1
P1754,12,1064.5008333333333,4.2,5,0.875,0.0,0.00989282769991756,0.375,5,31,0,0
P1755,28,709.5017857142857,4.3464285714285715,6,0.3392857142857143,0.5,0.019662921348314606,0.25,6,18,2,1
P1756,11,901.8027272727272,4.336363636363637,6,0.7727272727272727,0.09090909090909091,0.008863819500402902,0.25,6,105,2,0
P1757,14,765.6692857142856,4.457142857142857,6,0.4642857142857143,0.21428571428571427,0.0112,0.25,6,47,1,2
P1758,5,594.0600000000001,4.04,3,0.1,0.8,0.009140767824497258,0.625,3,353,3,1
P1759,4,906.075,4.25,2,0.75,0.0,0.006349206349206349,0.75,2,651,0,2
P1760,4,577.4475,4.3,2,0.25,0.5,0.0031323414252153485,0.75,2,62,3,2
P1761,6,1220.5083333333334,4.666666666666667,5,0.9166666666666666,0.0,0.006160164271047228,0.375,5,345,2,0
P1762,6,467.98333333333335,4.2,4,0.16666666666666666,0.6666666666666666,0.006564551422319475,0.5,4,448,4,1
P1763,10,1018.449,4.32,4,0.85,0.1,0.009082652134423252,0.5,4,135,2,0
P1764,20,856.1869999999999,4.365,6,0.55,0.25,0.014285714285714285,0.25,6,31,1,2
P1765,25,673.1424000000001,4.368,6,0.26,0.56,0.0178826895565093,0.25,6,43,3,1
P1766,22,586.4477272727273,4.390909090909091,5,0.22727272727272727,0.6363636363636364,0.016504126031507877,0.375,5,25,2,1
P1767,17,764.0141176470588,4.270588235294118,5,0.47058823529411764,0.11764705882352941,0.015525114155251141,0.375,5,225,0,2
P1768,7,460.6257142857143,4.371428571428572,4,0.07142857142857142,0.8571428571428571,0.006635071090047393,0.5,4,351,1,1
P1769,4,887.7,4.175,4,0.625,0.25,0.0042643923240938165,0.5,4,333,5,0
P1770,15,615.9879999999999,4.453333333333333,6,0.2,0.6666666666666666,0.011547344110854504,0.25,6,44,3,1
P1771,16,649.15625,4.5375,6,0.40625,0.3125,0.013663535439795047,0.25,6,98,0,2
P1772,17,681.3129411764705,4.3,6,0.35294117647058826,0.47058823529411764,0.015246636771300448,0.25,6,8,2,1
P1773,14,759.37,4.435714285714286,5,0.42857142857142855,0.2857142857142857,0.00980392156862745,0.375,5,7,3,2
P1774,20,609.6245,4.38,6,0.3,0.45,0.013927576601671309,0.25,6,5,3,2
P1775,19,616.8715789473684,4.342105263157895,5,0.23684210526315788,0.5789473684210527,0.016211604095563138,0.375,5,286,3,1
P1776,24,582.0066666666667,4.325,6,0.25,0.5416666666666666,0.01692524682651622,0.25,6,42,3,1
P1777,12,726.3291666666668,4.333333333333333,6,0.4166666666666667,0.4166666666666667,0.009084027252081756,0.25,6,47,0,1
P1778,10,998.963,4.3,5,0.75,0.1,0.00693000693000693,0.375,5,5,0,0
P1779,6,674.605,4.366666666666666,3,0.3333333333333333,0.5,0.005063291139240506,0.625,3,116,1,1
P1780,9,1020.5011111111112,4.0,4,0.8333333333333334,0.0,0.009594882729211088,0.5,4,497,2,0
P1781,11,969.9790909090909,4.372727272727273,5,0.7727272727272727,0.09090909090909091,0.007751937984496124,0.375,5,5,2,0
